Role,Index,Pose Index,Structure,Protein,MW(Molecular Weight) Unit Dalton,#Atoms,SlogP,TPSA,Flexibility,#RB,LF Rank Score,LF dG,LF VSscore,LF LE,tPSA,Hacc,Hdon,logSw,Library,MW_FREE
chembridge-fragment-library-part1-exp-2024-06,21500,1,Clc1cccc(F)c1CC(=O)Nc2ncccn2,6TBE_P,265.7,18,2.7,54.9,2.3,3,-7.451,-6.656,-7.432,-0.37,5.49E+01,3,1,-2.52E+00,ExpressPick,2.66E+02
chembridge-fragment-library-part1-exp-2024-06,27232,1,O[C@@H](c1cc(N)ccc1N2CCOCC2)c3ccccc3,6TBE_P,284.4,21,2.6,58.7,4.2,4,-7.451,-7.167,-8.119,-0.341,5.87E+01,2,2,-2.17E+00,ExpressPick,2.84E+02
chembridge-fragment-library-part1-exp-2024-06,11414,1,O=C1c2c([nH]c(SCc3ccccc3)n2)N=CN1,6TBE_P,258.3,18,2.1,70.1,3,3,-7.45,-6.237,-6.926,-0.347,7.44E+01,3,2,-2.21E+00,ExpressPick,2.58E+02
chembridge-fragment-library-part1-exp-2024-06,12590,1,Oc1ccccc1CN2C[C@H]3C4=CC=CC(=O)N4C[C@H](C3)C2,6TBE_P,296.4,22,1.9,43.8,3.8,3,-7.446,-6.587,-7.404,-0.299,4.55E+01,3,1,-2.14E+00,ExpressPick,2.96E+02
chembridge-fragment-library-part2-cl-2024-06,8518,1,O[C@@H]1CNC[C@@]12[C@@H]([C@H]2c3ccccc3)CN,6TBE_P,218.3,16,0.7,58.3,3.5,4,-7.444,-6.107,-6.798,-0.382,5.83E+01,3,3,1.72E-01,1100,CORE
chembridge-fragment-library-part2-cl-2024-06,2286,1,OCCN1CCc2c(n[nH]c2CC1)-c3ccccc3,6TBE_P,257.3,19,1.8,52.2,4.2,4,-7.438,-7.419,-7.532,-0.39,5.22E+01,3,2,-2.12E+00,1204,CORE
chembridge-fragment-library-part1-exp-2024-06,7676,1,Brc1cc2c(/C(=N\O)C(=O)N2)cc1C,6TBE_P,255.1,14,2,61.7,0.8,1,-7.435,-6.802,-7.375,-0.486,6.17E+01,3,1,-3.49E+00,ExpressPick,2.55E+02
chembridge-fragment-library-part1-exp-2024-06,18206,1,Brc1cccc(NC(=O)C[C@H]2C(=O)NC(S2)=N)c1,6TBE_P,328.2,18,2,82,2.6,3,-7.428,-7.925,-8.494,-0.44,8.21E+01,3,3,-2.98E+00,ExpressPick,3.28E+02
chembridge-fragment-library-part1-exp-2024-06,7428,1,Brc1ccc2c(c3CCC/C(=N/CCO)c3[nH]2)c1,6TBE_P,307.2,18,3.5,48.4,3.7,3,-7.418,-7.608,-7.76,-0.423,4.84E+01,2,2,-3.97E+00,ExpressPick,3.07E+02
chembridge-fragment-library-part1-exp-2024-06,27724,1,O=C1[C@@H]2[C@@H]([C@H]3C=C[C@@H]2[C@H]4C[C@@H]34)C(=O)N1c5ccc(O)cc5,6TBE_P,281.3,21,1.8,57.6,2.3,2,-7.418,-5.863,-6.848,-0.279,5.76E+01,3,1,-1.52E+00,ExpressPick,2.81E+02
chembridge-fragment-library-part1-exp-2024-06,22302,1,Brc1ccc(s1)C(=O)Nc2ccc3c(OCO3)c2,6TBE_P,326.2,18,3.6,47.6,0.7,2,-7.409,-6.371,-7.023,-0.354,4.76E+01,3,1,-4.09E+00,ExpressPick,3.26E+02
chembridge-fragment-library-part1-exp-2024-06,28838,1,O=C(NCc1ccccn1)c2nc3ccccc3s2,6TBE_P,269.3,19,2.6,54.9,2.3,3,-7.403,-6.485,-7.42,-0.341,5.49E+01,3,1,-1.90E+00,ExpressPick,2.69E+02
chembridge-fragment-library-part2-cl-2024-06,1174,1,Fc1ccccc1CCNC(=O)C2=CC(=O)C=C(O2)C,6TBE_P,275.3,20,2,55.4,3.3,4,-7.403,-6.258,-7.627,-0.313,5.93E+01,3,1,-2.22E+00,1101,CORE
chembridge-fragment-library-part2-cl-2024-06,4074,1,O=C(N1Cc2ccsc2CC1)c3ccc4cn[nH]c4n3,6TBE_P,284.3,20,2.2,61.9,1,2,-7.403,-5.307,-6.288,-0.265,6.19E+01,3,1,-1.83E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,16196,1,Brc1ccccc1C(=O)NC(=S)Nc2ccccc2O,6TBE_P,351.2,20,3.4,61.4,1.5,5,-7.402,-8.132,-8.078,-0.407,6.14E+01,2,3,-2.91E+00,ExpressPick,3.51E+02
chembridge-fragment-library-part1-exp-2024-06,21942,1,Fc1ccccc1CSC=2NC(=O)C3=C(N2)CCC3,6TBE_P,276.3,19,3.3,41.5,3,3,-7.402,-7.421,-9.939,-0.391,4.58E+01,2,1,-3.44E+00,ExpressPick,2.76E+02
chembridge-fragment-library-part2-cl-2024-06,3294,1,Clc1ccc([C@H](NC(=O)c2cc(O)nc(c2)C)C)cc1,6TBE_P,290.7,20,3.3,62.2,2.8,4,-7.401,-7.076,-7.808,-0.354,6.22E+01,3,2,-3.12E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,16172,1,Brc1ccccc1C(=O)NC(=S)Nc2ccc(cc2O)C,6TBE_P,365.2,21,3.7,61.4,1.5,5,-7.398,-8.087,-8.19,-0.385,6.14E+01,2,3,-3.44E+00,ExpressPick,3.65E+02
chembridge-fragment-library-part1-exp-2024-06,19174,1,Brc1cncc(C(=O)NC(=S)Nc2c(cccn2)C)c1,6TBE_P,351.2,20,2.7,66.9,1,4,-7.397,-6.652,-7.47,-0.333,6.69E+01,3,2,-3.92E+00,ExpressPick,3.51E+02
chembridge-fragment-library-part1-exp-2024-06,20284,1,Fc1ccc2c(sc(NC(=O)c3cnccc3)n2)c1,6TBE_P,273.3,19,3.4,54.9,0.5,2,-7.397,-6.175,-7.442,-0.325,5.49E+01,3,1,-3.45E+00,ExpressPick,2.73E+02
chembridge-fragment-library-part2-cl-2024-06,434,1,OC(=O)c1cccc(-c2cnc3cnccn32)c1,6TBE_P,239.2,18,2.1,67.5,0.5,3,-7.397,-5.705,-6.631,-0.317,6.75E+01,4,1,-2.11E+00,1109,CORE
chembridge-fragment-library-part1-exp-2024-06,11714,1,Fc1ccc(NC(=O)C=2C(Oc3ccccc3C2)=O)cc1,6TBE_P,283.3,21,3,55.4,0.5,2,-7.39,-5.185,-6.784,-0.247,5.93E+01,3,1,-3.72E+00,ExpressPick,2.83E+02
chembridge-fragment-library-part1-exp-2024-06,21538,1,Fc1cc(ccc1C(=O)Nc2cccc3cccnc32)C#N,6TBE_P,291.3,22,3.8,65.8,0.5,2,-7.386,-5.828,-7.453,-0.265,6.58E+01,3,1,-3.73E+00,ExpressPick,2.91E+02
chembridge-fragment-library-part1-exp-2024-06,28198,1,Fc1cccc2c1ncc3C(=O)NNc32,6TBE_P,203.2,15,1.7,54,0,0,-7.386,-5.25,-8.631,-0.35,6.15E+01,2,2,-2.07E+00,ExpressPick,2.03E+02
chembridge-fragment-library-part1-exp-2024-06,10830,1,OCCN1CCN([C@H]2Cc3ccccc3CC2)CC1,6TBE_P,260.4,19,1.5,26.7,4.6,4,-7.385,-7.502,-7.93,-0.395,2.67E+01,3,1,-1.06E+00,ExpressPick,2.60E+02
chembridge-fragment-library-part1-exp-2024-06,15778,1,Brc1cccc(C(=O)C[C@@]2(O)c3ccccc3N(C2=O)C)c1,6TBE_P,360.2,22,3.3,57.6,3.3,4,-7.385,-6.809,-7.568,-0.31,5.76E+01,3,1,-4.38E+00,ExpressPick,3.60E+02
chembridge-fragment-library-part1-exp-2024-06,17618,1,Brc1ccccc1C(=O)NC(=S)Nc2c(O)cccn2,6TBE_P,352.2,20,2.7,74.3,1.5,5,-7.383,-8.385,-8.287,-0.419,7.43E+01,3,3,-3.76E+00,ExpressPick,3.52E+02
chembridge-fragment-library-part1-exp-2024-06,21370,1,Fc1ccc2c([C@@](O)([C@H]3C(=O)Nc4ccccc43)C(=O)N2)c1,6TBE_P,298.3,22,2.4,78.4,1.1,2,-7.382,-5.314,-6.637,-0.242,7.84E+01,3,3,-2.10E+00,ExpressPick,2.98E+02
chembridge-fragment-library-part1-exp-2024-06,19316,1,Brc1ccc(NC(=O)C[C@@H]2C(=O)N3C(S2)=NCC3)cc1,6TBE_P,354.2,20,2.2,61.8,2.3,3,-7.381,-6.431,-7.137,-0.322,6.18E+01,3,1,-3.31E+00,ExpressPick,3.54E+02
chembridge-fragment-library-part1-exp-2024-06,22540,1,COc1ccc2c(sc(NCc3ccncc3)n2)c1,6TBE_P,271.3,19,3.3,47,2.8,4,-7.378,-5.761,-6.587,-0.303,4.70E+01,3,1,-2.34E+00,ExpressPick,2.71E+02
chembridge-fragment-library-part1-exp-2024-06,22700,1,Fc1ccc(CNC(=O)c2ccc3c(nccn3)c2)cc1,6TBE_P,281.3,21,3,54.9,2.3,3,-7.378,-5.779,-6.88,-0.275,5.49E+01,3,1,-3.64E+00,ExpressPick,2.81E+02
chembridge-fragment-library-part1-exp-2024-06,13072,1,Fc1ccccc1/C=C/C2=Nc3ccccc3C(=O)N2,6TBE_P,266.3,20,3.5,41.5,0.5,2,-7.375,-6.184,-7.353,-0.309,4.58E+01,2,1,-3.48E+00,ExpressPick,2.66E+02
chembridge-fragment-library-part2-cl-2024-06,2594,1,O=C(N[C@H](c1nnc(s1)N)C)C2Cc3ccccc3C2,6TBE_P,288.4,20,1.7,80.9,3.2,3,-7.375,-6.785,-7.667,-0.339,8.09E+01,3,2,-2.48E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,22598,1,Brc1ccc(C2=C(C(=O)N3C(SCCC3)=N2)C#N)cc1,6TBE_P,348.2,20,3.1,56.5,0.8,1,-7.367,-6.33,-7.172,-0.317,5.87E+01,3,0,-3.86E+00,ExpressPick,3.48E+02
chembridge-fragment-library-part1-exp-2024-06,14638,1,Brc1ccccc1C(=O)Nc2c(O)ccc(c2)C,6TBE_P,306.2,18,3.8,49.3,1,3,-7.362,-6.618,-7.094,-0.368,4.93E+01,2,2,-3.87E+00,ExpressPick,3.06E+02
chembridge-fragment-library-part2-cl-2024-06,7545,1,OCCN1CCc2c(nn(c2-c3ccccc3)C)CC1,6TBE_P,271.4,20,1.9,41.3,4.2,4,-7.362,-7.055,-7.116,-0.353,4.13E+01,3,1,-2.09E+00,1204,CORE
chembridge-fragment-library-part1-exp-2024-06,16960,1,Brc1cncc(C(=O)NC(=S)Nc2cnccc2)c1,6TBE_P,337.2,19,2.4,66.9,1,4,-7.357,-6.531,-7.343,-0.344,6.69E+01,3,2,-3.15E+00,ExpressPick,3.37E+02
chembridge-fragment-library-part1-exp-2024-06,18522,1,Fc1ccc(/C=C/C(=O)Nc2cc(on2)C)cc1,6TBE_P,246.2,18,2.4,55.1,0.8,3,-7.355,-6.8,-7.962,-0.378,5.51E+01,3,1,-3.44E+00,ExpressPick,2.46E+02
chembridge-fragment-library-part2-cl-2024-06,2908,1,Oc1cccc(-c2c3cccnc3ccn2)c1,6TBE_P,222.2,17,3,46,0.7,2,-7.355,-5.326,-6.574,-0.313,4.60E+01,3,1,-1.74E+00,1109,CORE
chembridge-fragment-library-part1-exp-2024-06,8304,1,Brc1cccc([C@H]2N[C@H](CS2)C(O)=O)c1,6TBE_P,288.2,15,2.3,49.3,1.8,3,-7.354,-7.635,-8.016,-0.509,4.93E+01,3,2,-3.77E+00,ExpressPick,2.88E+02
chembridge-fragment-library-part1-exp-2024-06,16990,1,Brc1cncc(C(=O)NC(=S)Nc2ccc(O)cc2C)c1,6TBE_P,366.2,21,3.1,74.3,1.5,5,-7.353,-7.511,-8.172,-0.358,7.43E+01,3,3,-3.02E+00,ExpressPick,3.66E+02
chembridge-fragment-library-part1-exp-2024-06,23020,1,Brc1ccc2c(c(Nc3cc(ccc3O)C)ncn2)c1,6TBE_P,330.2,20,4.2,58,1,3,-7.351,-5.723,-6.698,-0.286,5.80E+01,3,2,-1.61E+00,ExpressPick,3.30E+02
chembridge-fragment-library-part1-exp-2024-06,15532,1,Brc1ccccc1C(=O)NC(=S)Nc2ccccc2OC,6TBE_P,365.2,21,3.7,50.4,1.5,5,-7.332,-7.051,-7.775,-0.336,5.04E+01,2,2,-4.14E+00,ExpressPick,3.65E+02
chembridge-fragment-library-part1-exp-2024-06,16084,1,Brc1ccccc1C(=O)NC(=S)Nc2c(O)ccc(c2)C,6TBE_P,365.2,21,3.7,61.4,1.5,5,-7.322,-8.208,-8.276,-0.391,6.14E+01,2,3,-3.44E+00,ExpressPick,3.65E+02
chembridge-fragment-library-part1-exp-2024-06,23776,1,Fc1cccc(N2C(=O)NC(=O)C=C2N)c1,6TBE_P,221.2,16,0.9,75.4,0.3,1,-7.321,-4.899,-6.177,-0.306,8.09E+01,2,2,-1.72E+00,ExpressPick,2.21E+02
chembridge-fragment-library-part1-exp-2024-06,18498,1,Fc1cc(F)ccc1NC(=O)[C@@H]2COc3ccccc3O2,6TBE_P,291.3,21,3.3,47.6,1.7,2,-7.308,-6.77,-7.87,-0.322,4.76E+01,3,1,-3.55E+00,ExpressPick,2.91E+02
chembridge-fragment-library-part2-cl-2024-06,6829,1,O[C@@H]1CN(C[C@@]12[C@@H]([C@H]2c3ccccc3)CO)c4cnccn4,6TBE_P,297.4,22,1.8,69.5,3.8,5,-7.308,-6.905,-7.518,-0.314,6.95E+01,4,2,-1.74E+00,1210,CORE
chembridge-fragment-library-part1-exp-2024-06,9800,1,Fc1ccccc1NC(=O)c2ccc3c(nc[nH]3)c2,6TBE_P,255.3,19,3.2,57.8,0.5,2,-7.307,-5.199,-6.31,-0.274,5.78E+01,2,2,-2.98E+00,ExpressPick,2.55E+02
chembridge-fragment-library-part1-exp-2024-06,22996,1,Brc1cnc2cc(nn2c1)C(=O)Nc3ccc(F)cc3F,6TBE_P,353.1,21,3.6,59.3,0.5,2,-7.305,-6.432,-7.513,-0.306,5.93E+01,3,1,-3.93E+00,ExpressPick,3.53E+02
chembridge-fragment-library-part2-cl-2024-06,3702,1,Clc1c(F)ccc(C(=O)NC[C@H](O)c2cnccc2)c1,6TBE_P,294.7,20,3,62.2,4.3,5,-7.304,-7.678,-8.388,-0.384,6.22E+01,3,2,-1.95E+00,1101,CORE
chembridge-fragment-library-part2-cl-2024-06,4896,1,Fc1ccc(-c2cnc3cnccn32)c4c1cccn4,6TBE_P,264.3,20,3.4,43.1,0.5,1,-7.303,-5.711,-6.845,-0.286,4.31E+01,3,0,-2.82E+00,1109,CORE
chembridge-fragment-library-part1-exp-2024-06,19606,1,Brc1cc(ccc1NC(=S)NC(=O)c2cnccc2)C,6TBE_P,350.2,20,3.4,54,1,4,-7.297,-7.232,-7.943,-0.362,5.40E+01,2,2,-4.93E+00,ExpressPick,3.50E+02
chembridge-fragment-library-part2-cl-2024-06,4846,1,O[C@H](Cn1ccnc1C2=Cc3ccccc3N(C2=O)C)C,6TBE_P,283.3,21,2.2,58.4,3,4,-7.296,-5.617,-6.383,-0.267,6.01E+01,3,1,-2.26E+00,1105,CORE
chembridge-fragment-library-part1-exp-2024-06,28218,1,Brc1cc(NC(=O)c2ccccc2C(O)=O)cc(Cl)c1N,6TBE_P,369.6,21,3.7,92.4,1,4,-7.295,-7.373,-8.445,-0.351,9.24E+01,3,3,-3.86E+00,ExpressPick,3.70E+02
chembridge-fragment-library-part2-cl-2024-06,6983,1,Oc1cccc(Cn2ccnc2-c3cccc4ccnn43)c1,6TBE_P,290.3,22,3,55.3,2.5,4,-7.295,-5.644,-6.204,-0.257,5.53E+01,3,1,-2.45E+00,1105,CORE
chembridge-fragment-library-part1-exp-2024-06,8574,1,Brc1ccc(cc1)C(=O)N/N=C/c2ccccc2O,6TBE_P,319.2,19,3,61.7,1.5,4,-7.294,-7.16,-7.122,-0.377,6.17E+01,3,2,-3.49E+00,ExpressPick,3.19E+02
chembridge-fragment-library-part1-exp-2024-06,7936,1,Fc1ccc(/C=C/2C(=O)n3c(S2)nc4ccccc43)cc1,6TBE_P,296.3,21,4.2,34.9,0.3,1,-7.289,-6.268,-7.448,-0.298,3.44E+01,3,0,-3.77E+00,ExpressPick,2.96E+02
chembridge-fragment-library-part2-cl-2024-06,178,1,Fc1cccnc1-c2nccn2[C@@H]3c4ccccc4C[C@@H]3O,6TBE_P,295.3,22,3.2,50.9,1.1,3,-7.289,-6.205,-7.368,-0.282,5.09E+01,3,1,-2.28E+00,1105,CORE
chembridge-fragment-library-part1-exp-2024-06,15878,1,O=C1[C@H]2[C@H]3C=C[C@@H]([C@]2(C(=O)N1c4ccc(O)cc4)C)C3,6TBE_P,269.3,20,1.9,57.6,1,2,-7.281,-5.706,-6.727,-0.285,5.76E+01,3,1,-1.60E+00,ExpressPick,2.69E+02
chembridge-fragment-library-part1-exp-2024-06,17856,1,Fc1ccc(C(=O)NC2=CN=C3C=CC(=CN3C2=O)C)cc1,6TBE_P,297.3,22,2.1,61.8,0.5,2,-7.273,-5.548,-7.088,-0.252,6.35E+01,3,1,-2.84E+00,ExpressPick,2.97E+02
chembridge-fragment-library-part1-exp-2024-06,11896,1,Brc1cc2C(=O)N(O)C(=O)c3cccc(c32)c1,6TBE_P,292.1,17,2.7,57.6,1,1,-7.268,-6.291,-6.896,-0.37,5.76E+01,3,0,-4.76E+00,ExpressPick,2.92E+02
chembridge-fragment-library-part1-exp-2024-06,17746,1,Fc1ccc(C(=O)NC2=CN=C3N(C=CS3)C2=O)cc1,6TBE_P,289.3,20,1.9,61.8,0.5,2,-7.268,-5.325,-6.922,-0.266,6.35E+01,3,1,-2.16E+00,ExpressPick,2.89E+02
chembridge-fragment-library-part1-exp-2024-06,23614,1,O=C1[C@@H]2[C@H](N(N[C@H]2c3ccc(O)cc3)C)C(=O)N1,6TBE_P,247.3,18,-0.5,81.7,1,2,-7.268,-5.899,-7.044,-0.328,8.17E+01,3,3,-1.09E+00,ExpressPick,2.47E+02
chembridge-fragment-library-part1-exp-2024-06,17000,1,S=C1Nc2ccccc2C(=O)N1Cc3ccccn3,6TBE_P,269.3,19,2.4,45.2,2.3,2,-7.266,-5.17,-6.297,-0.272,5.07E+01,2,1,-8.47E-01,ExpressPick,2.69E+02
chembridge-fragment-library-part2-cl-2024-06,754,1,O=C1NN=C(N1)CNC(=O)c2csc3ccccc23,6TBE_P,274.3,19,1.3,82.6,2.3,3,-7.266,-5.969,-8.908,-0.314,9.06E+01,3,3,-2.40E+00,1101,CORE
chembridge-fragment-library-part2-cl-2024-06,3248,1,Clc1c(O)cc(c(-c2cncc(n2)N)c1)C,6TBE_P,235.7,16,2.4,72,0.7,2,-7.263,-5.786,-6.458,-0.362,7.20E+01,3,2,-2.21E+00,1109,CORE
chembridge-fragment-library-part2-cl-2024-06,8047,1,Clc1c(F)cccc1CNC(=O)c2cccc(O)n2,6TBE_P,280.7,19,2.8,62.2,2.8,4,-7.262,-7.115,-7.958,-0.374,6.22E+01,3,2,-2.65E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,12266,1,Fc1cccc(NC(=O)C=2C(Oc3ccccc3C2)=O)c1,6TBE_P,283.3,21,3,55.4,0.5,2,-7.26,-5.803,-7.145,-0.276,5.93E+01,3,1,-3.73E+00,ExpressPick,2.83E+02
chembridge-fragment-library-part1-exp-2024-06,26962,1,Brc1ccc(NC(=O)C2=CN=C3N(C=CS3)C2=O)c(F)c1,6TBE_P,368.2,21,3,61.8,0.5,2,-7.26,-7.418,-8.096,-0.353,6.35E+01,3,1,-2.78E+00,ExpressPick,3.68E+02
chembridge-fragment-library-part1-exp-2024-06,19790,1,Brc1ccc2c([C@](O)(Cc3ccncc3)C(=O)N2)c1,6TBE_P,319.2,19,2.7,62.2,3,3,-7.259,-6.996,-7.416,-0.368,6.22E+01,3,2,-2.04E+00,ExpressPick,3.19E+02
chembridge-fragment-library-part2-cl-2024-06,6307,1,s1cc(nc1-c2ccccc2)-c3nnc4CCOCCn34,6TBE_P,298.4,21,2.6,52.8,1.6,2,-7.258,-5.987,-6.854,-0.285,5.28E+01,4,0,-3.35E+00,1111,CORE
chembridge-fragment-library-part1-exp-2024-06,10178,1,Brc1ccc(cc1)/C=N/N=C/2NC(=O)CS2,6TBE_P,298.2,16,2.1,53.8,1.3,2,-7.257,-6.595,-7.078,-0.412,5.38E+01,3,1,-3.00E+00,ExpressPick,2.98E+02
chembridge-fragment-library-part1-exp-2024-06,16720,1,O=C1C=CN=C(SCc2ccc(C)cc2)N1,6TBE_P,232.3,16,2.1,41.5,3,3,-7.257,-7.086,-9.422,-0.443,4.58E+01,2,1,-2.37E+00,ExpressPick,2.32E+02
chembridge-fragment-library-part2-cl-2024-06,3534,1,Oc1c2c(ccc1C(=O)N3C[C@H](CO3)C)cccn2,6TBE_P,258.3,19,2,62.7,1.5,3,-7.252,-5.748,-6.764,-0.303,6.27E+01,4,1,-2.12E+00,1101,CORE
chembridge-fragment-library-part2-cl-2024-06,5820,1,O[C@H]1CNC[C@H]1Cc2ccnc3ccccc32,6TBE_P,228.3,17,1.7,45.1,3.5,3,-7.251,-6.617,-7.251,-0.389,4.52E+01,3,2,-5.33E-01,1100,CORE
chembridge-fragment-library-part1-exp-2024-06,496,1,s1c2ccccc2nc1[C@@H]3CNCCC3,6TBE_P,218.3,15,2.8,24.9,1,1,-7.25,-5.852,-6.528,-0.39,2.49E+01,2,1,-1.86E+00,ExpressPick,2.18E+02
chembridge-fragment-library-part2-cl-2024-06,4144,1,Fc1ccccc1-c2nccn2[C@H](c3cnc(cc3)C)C,6TBE_P,281.3,21,4.3,30.7,2,3,-7.249,-6.134,-7.169,-0.292,3.07E+01,2,0,-1.85E+00,1105,CORE
chembridge-fragment-library-part1-exp-2024-06,19506,1,Brc1ccc(o1)C(=O)Nc2c(c3CCCc3s2)C(=O)N,6TBE_P,355.2,20,2.4,85.3,0.8,3,-7.245,-8.027,-8.61,-0.401,8.53E+01,3,2,-4.14E+00,ExpressPick,3.55E+02
chembridge-fragment-library-part2-cl-2024-06,3644,1,O=C(NCc1csc(n1)C)c2ccn3c(c2)ccn3,6TBE_P,272.3,19,2,59.3,2.3,3,-7.245,-6.476,-7.201,-0.341,5.93E+01,3,1,-2.29E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,23736,1,Fc1ccccc1N2C(=O)NC(=O)C=C2N,6TBE_P,221.2,16,0.9,75.4,0.3,1,-7.244,-5.185,-6.355,-0.324,8.09E+01,2,2,-1.72E+00,ExpressPick,2.21E+02
chembridge-fragment-library-part2-cl-2024-06,6721,1,Clc1c(O)cc(c(-c2cnc3c(OC)nccn32)c1)C,6TBE_P,289.7,20,3.1,59.7,1,3,-7.243,-6.397,-6.607,-0.32,5.97E+01,4,1,-2.57E+00,1218,CORE
chembridge-fragment-library-part1-exp-2024-06,13280,1,Fc1cccc(C(=O)Nc2ccc3c(NC(=O)N3)c2)c1,6TBE_P,271.3,20,3.3,70.2,0.5,2,-7.237,-5.421,-6.86,-0.271,7.78E+01,2,3,-2.87E+00,ExpressPick,2.71E+02
chembridge-fragment-library-part1-exp-2024-06,19432,1,Fc1ccc(c(NC(=O)c2ccc3c(OCO3)c2)c1)C,6TBE_P,273.3,20,3.4,47.6,0.5,2,-7.236,-5.615,-6.853,-0.281,4.76E+01,3,1,-3.71E+00,ExpressPick,2.73E+02
chembridge-fragment-library-part1-exp-2024-06,17874,1,Brc1ccc2c([C@](O)([C@H]3C(=O)CC[C@@H](C3)C)C(=O)N2)c1,6TBE_P,338.2,20,3,66.4,1.6,2,-7.228,-7.263,-10.099,-0.363,6.64E+01,3,2,-3.63E+00,ExpressPick,3.38E+02
chembridge-fragment-library-part1-exp-2024-06,19856,1,Brc1ccccc1NC(=S)NC(=O)c2ccc3c(OCO3)c2,6TBE_P,379.2,22,3.4,59.6,1,4,-7.228,-6.228,-7.473,-0.283,5.96E+01,3,2,-5.74E+00,ExpressPick,3.79E+02
chembridge-fragment-library-part1-exp-2024-06,20308,1,Brc1ccc2c(c(Nc3ccccc3O)cc(n2)C)c1,6TBE_P,329.2,20,4.8,45.1,1,3,-7.224,-5.429,-6.552,-0.271,4.52E+01,2,2,-2.46E+00,ExpressPick,3.29E+02
chembridge-fragment-library-part1-exp-2024-06,19430,1,O=C1C=C(N=C(SCc2ccccc2C)N1)N,6TBE_P,247.3,17,1.4,67.5,3,3,-7.217,-6.201,-8.962,-0.365,7.18E+01,2,2,-2.06E+00,ExpressPick,2.47E+02
chembridge-fragment-library-part1-exp-2024-06,7184,1,S=C(Nc1ccccc1O)NC(=O)c2cnccc2,6TBE_P,273.3,19,1.9,74.3,1.5,5,-7.215,-6.512,-7.489,-0.343,7.43E+01,3,3,-1.59E+00,ExpressPick,2.73E+02
chembridge-fragment-library-part1-exp-2024-06,6768,1,Fc1ccc([C@@H]2c3cc(OC)c(OC)cc3CCN2)cc1,6TBE_P,287.3,21,3.3,30.5,1.6,3,-7.209,-6.587,-7.724,-0.314,3.05E+01,3,1,-2.81E+00,ExpressPick,2.87E+02
chembridge-fragment-library-part1-exp-2024-06,17338,1,S=C1c2c(N(Cc3ccccc3)C(=O)N1)n(C)cn2,6TBE_P,272.3,19,1.8,50.2,2.2,2,-7.207,-5.255,-6.082,-0.277,5.56E+01,3,1,-1.61E+00,ExpressPick,2.72E+02
chembridge-fragment-library-part1-exp-2024-06,22202,1,Brc1ccc2c(Cl)c(sc2c1)C(=O)Nc3ncccn3,6TBE_P,368.6,20,4.5,54.9,0.5,2,-7.205,-6.184,-6.632,-0.309,5.49E+01,3,1,-4.09E+00,ExpressPick,3.69E+02
chembridge-fragment-library-part2-cl-2024-06,1304,1,OCc1ccc(-c2c3cccnc3ccn2)cc1,6TBE_P,236.3,18,3.2,46,2.2,3,-7.205,-5.748,-6.793,-0.319,4.60E+01,3,1,-2.04E+00,1109,CORE
chembridge-fragment-library-part1-exp-2024-06,9186,1,Brc1ccccc1C(=O)N/N=C/c2ccccc2O,6TBE_P,319.2,19,3,61.7,1.5,4,-7.204,-6.946,-7.432,-0.366,6.17E+01,3,2,-2.71E+00,ExpressPick,3.19E+02
chembridge-fragment-library-part1-exp-2024-06,13912,1,S=C(Nc1ccc2c(nccn2)c1)Nc3ccccc3F,6TBE_P,298.3,21,3.8,49.8,1,4,-7.204,-6.049,-6.905,-0.288,4.98E+01,2,2,-3.06E+00,ExpressPick,2.98E+02
chembridge-fragment-library-part1-exp-2024-06,15400,1,Brc1ccc2c([C@](O)([C@@H]3C(=O)c4ccccc4CC3)C(=O)N2)c1,6TBE_P,372.2,23,3.5,66.4,1.8,2,-7.204,-6.932,-7.433,-0.301,6.64E+01,3,2,-4.39E+00,ExpressPick,3.72E+02
chembridge-fragment-library-part1-exp-2024-06,22560,1,O=C(Nc1ccccc1C)c2c(c3C(=O)NC=Nc3s2)C,6TBE_P,299.3,21,3,70.6,0.5,2,-7.204,-6.931,-7.878,-0.33,7.48E+01,3,2,-2.47E+00,ExpressPick,2.99E+02
chembridge-fragment-library-part1-exp-2024-06,13050,1,Fc1ccccc1C(=O)Nc2c(c(c(s2)C)C)C(=O)N,6TBE_P,292.3,20,3.1,72.2,0.8,3,-7.202,-7.645,-8.517,-0.382,7.22E+01,2,2,-2.95E+00,ExpressPick,2.92E+02
chembridge-fragment-library-part1-exp-2024-06,8710,1,O[C@@H]1CCCN(C1)Cc2c[nH]c3ccccc32,6TBE_P,230.3,17,2.5,39.3,4,3,-7.201,-6.066,-6.695,-0.357,3.93E+01,2,2,-1.50E+00,ExpressPick,2.30E+02
chembridge-fragment-library-part1-exp-2024-06,1432,1,Oc1ccc(CC[C@@H]2CCCCN2)cc1,6TBE_P,205.3,15,2.5,32.3,4.5,4,-7.197,-6.412,-7.26,-0.427,3.23E+01,2,2,-1.95E+00,ExpressPick,2.05E+02
